current_state,region,division,year,population,same_house,same_state,from_different_state_Total,abroad_Total,from,from_region,from_division,number_of_people
Mississippi,South,East South Central,2015,2959289,2554660,327854,69351,7424,Alabama,South,East South Central,6827
Missouri,Midwest,West North Central,2015,6015580,5056661,777061,159152,22706,Alabama,South,East South Central,1449
Montana,West,Mountain,2015,1019646,855861,118200,42760,2825,Alabama,South,East South Central,0
Nebraska,Midwest,West North Central,2015,1869217,1570592,236217,52950,9458,Alabama,South,East South Central,32
Nevada,West,Mountain,2015,2859489,2291842,413831,135999,17817,Alabama,South,East South Central,1830
New Hampshire,Northeast,New England,2015,1318121,1134482,122442,53446,7751,Alabama,South,East South Central,125
New Jersey,Northeast,Middle Atlantic,2015,8854363,7987859,656570,144074,65860,Alabama,South,East South Central,250
New Mexico,West,Mountain,2015,2060441,1767704,228103,55753,8881,Alabama,South,East South Central,356
New York,Northeast,Middle Atlantic,2015,19570171,17506652,1653268,257611,152640,Alabama,South,East South Central,850
North Carolina,South,South Atlantic,2015,9927547,8376304,1194157,310612,46474,Alabama,South,East South Central,3733
North Dakota,Midwest,West North Central,2015,745291,608377,90498,42618,3798,Alabama,South,East South Central,0
Ohio,Midwest,East North Central,2015,11482142,9719944,1508889,203475,49834,Alabama,South,East South Central,2038
Oklahoma,South,West South Central,2015,3864908,3202689,532976,110878,18365,Alabama,South,East South Central,957
Oregon,West,Pacific,2015,3985712,3277453,544776,141162,22321,Alabama,South,East South Central,654
Pennsylvania,Northeast,Middle Atlantic,2015,12662192,11109753,1258572,232683,61184,Alabama,South,East South Central,1663
Rhode Island,Northeast,New England,2015,1045062,901338,97722,38344,7658,Alabama,South,East South Central,39
South Carolina,South,South Atlantic,2015,4839984,4106166,543488,170366,19964,Alabama,South,East South Central,1854
South Dakota,Midwest,West North Central,2015,848285,702122,116343,26962,2858,Alabama,South,East South Central,14
Tennessee,South,East South Central,2015,6522259,5535963,766524,195923,23849,Alabama,South,East South Central,10291
Texas,South,West South Central,2015,27092848,22723345,3594282,553032,222189,Alabama,South,East South Central,7167
Utah,West,Mountain,2015,2947423,2435722,390649,97361,23691,Alabama,South,East South Central,369
Vermont,Northeast,New England,2015,619952,532319,62067,21232,4334,Alabama,South,East South Central,245
Virginia,South,South Atlantic,2015,8283737,6952362,983569,277715,70091,Alabama,South,East South Central,2888
Washington,West,Pacific,2015,7089143,5778806,1017221,230907,62209,Alabama,South,East South Central,580
West Virginia,South,South Atlantic,2015,1823753,1610407,167631,42078,3637,Alabama,South,East South Central,240
Wisconsin,Midwest,East North Central,2015,5708201,4891636,690306,106511,19748,Alabama,South,East South Central,322
Wyoming,West,Mountain,2015,579102,474927,65384,35947,2844,Alabama,South,East South Central,253
Puerto Rico,Puerto Rico,Puerto Rico,2015,3443445,3193423,219833,24762,5427,Alabama,South,East South Central,246
Alabama,South,East South Central,2016,4810126,4141850,529994,122220,16062,Alabama,South,East South Central,0
Alaska,West,Pacific,2016,731760,593897,100004,31300,6559,Alabama,South,East South Central,423
Arizona,West,Mountain,2016,6851836,5586753,938077,273257,53749,Alabama,South,East South Central,894
Arkansas,South,West South Central,2016,2949650,2484705,384811,71083,9051,Alabama,South,East South Central,2057
California,West,Pacific,2016,38783436,33594813,4337251,514758,336614,Alabama,South,East South Central,3045
Colorado,West,Mountain,2016,5476928,4466067,754712,223260,32889,Alabama,South,East South Central,2328
Connecticut,Northeast,New England,2016,3541758,3116440,323316,75586,26416,Alabama,South,East South Central,1102
Delaware,South,South Atlantic,2016,942073,817779,85147,33400,5747,Alabama,South,East South Central,148
District of Columbia,South,South Atlantic,2016,672022,538547,64166,58154,11155,Alabama,South,East South Central,140
Florida,South,South Atlantic,2016,20401575,17176492,2387227,605018,232838,Alabama,South,East South Central,11353
Georgia,South,South Atlantic,2016,10179860,8514847,1290632,305040,69341,Alabama,South,East South Central,18276
Hawaii,West,Pacific,2016,1410258,1217704,117894,57229,17431,Alabama,South,East South Central,1182
Idaho,West,Mountain,2016,1663756,1369449,214222,71556,8529,Alabama,South,East South Central,0
Illinois,Midwest,East North Central,2016,12654142,10996695,1387848,203713,65886,Alabama,South,East South Central,2022
Indiana,Midwest,East North Central,2016,6554084,5580090,801425,145782,26787,Alabama,South,East South Central,1133
Iowa,Midwest,West North Central,2016,3097283,2622577,383520,78263,12923,Alabama,South,East South Central,395
Kansas,Midwest,West North Central,2016,2870529,2394351,369971,88830,17377,Alabama,South,East South Central,879
Kentucky,South,East South Central,2016,4385213,3698797,553718,113238,19460,Alabama,South,East South Central,2272
Louisiana,South,West South Central,2016,4622042,3994321,526380,85371,15970,Alabama,South,East South Central,5658
Maine,Northeast,New England,2016,1319292,1146220,129892,38590,4590,Alabama,South,East South Central,471
Maryland,South,South Atlantic,2016,5949566,5140378,606423,158647,44118,Alabama,South,East South Central,1241
Massachusetts,Northeast,New England,2016,6745441,5866016,657022,149408,72995,Alabama,South,East South Central,681
Michigan,Midwest,East North Central,2016,9813772,8362412,1240633,155874,54853,Alabama,South,East South Central,2287
Minnesota,Midwest,West North Central,2016,5455904,4669227,645164,111307,30206,Alabama,South,East South Central,115
Mississippi,South,East South Central,2016,2951081,2556013,324577,64639,5852,Alabama,South,East South Central,5125
Missouri,Midwest,West North Central,2016,6022165,5078669,758791,162809,21896,Alabama,South,East South Central,2283
Montana,West,Mountain,2016,1032794,863174,128300,37775,3545,Alabama,South,East South Central,296
Nebraska,Midwest,West North Central,2016,1882987,1573126,248118,51448,10295,Alabama,South,East South Central,227
Nevada,West,Mountain,2016,2907243,2400809,374058,117899,14477,Alabama,South,East South Central,394
New Hampshire,Northeast,New England,2016,1322101,1122068,140603,52457,6973,Alabama,South,East South Central,174
New Jersey,Northeast,Middle Atlantic,2016,8852286,7934689,703637,144359,69601,Alabama,South,East South Central,48
New Mexico,West,Mountain,2016,2057857,1768040,214411,64802,10604,Alabama,South,East South Central,732
New York,Northeast,Middle Atlantic,2016,19526443,17465164,1634487,260723,166069,Alabama,South,East South Central,402
North Carolina,South,South Atlantic,2016,10032407,8460264,1190972,330896,50275,Alabama,South,East South Central,3491
North Dakota,Midwest,West North Central,2016,746271,620891,91010,29655,4715,Alabama,South,East South Central,193
Ohio,Midwest,East North Central,2016,11481752,9755589,1482286,195396,48481,Alabama,South,East South Central,3101
Oklahoma,South,West South Central,2016,3873232,3225478,530770,102000,14984,Alabama,South,East South Central,176
Oregon,West,Pacific,2016,4052221,3307805,577950,139334,27132,Alabama,South,East South Central,167
Pennsylvania,Northeast,Middle Atlantic,2016,12645493,11016361,1308271,252060,68801,Alabama,South,East South Central,1978
Rhode Island,Northeast,New England,2016,1045691,898574,106725,32800,7592,Alabama,South,East South Central,53
South Carolina,South,South Atlantic,2016,4903788,4176954,542415,165230,19189,Alabama,South,East South Central,2823
South Dakota,Midwest,West North Central,2016,853832,720262,97747,31789,4034,Alabama,South,East South Central,0
Tennessee,South,East South Central,2016,6580953,5644022,742615,170867,23449,Alabama,South,East South Central,7683
Texas,South,West South Central,2016,27472626,23105984,3599897,531996,234749,Alabama,South,East South Central,6915
Utah,West,Mountain,2016,3002244,2474308,396018,107083,24835,Alabama,South,East South Central,125
Vermont,Northeast,New England,2016,619387,535268,60744,21262,2113,Alabama,South,East South Central,0
Virginia,South,South Atlantic,2016,8312297,7008805,961003,264164,78325,Alabama,South,East South Central,2424
Washington,West,Pacific,2016,7202119,5924723,958326,257728,61342,Alabama,South,East South Central,1465
West Virginia,South,South Atlantic,2016,1810709,1582818,176953,47196,3742,Alabama,South,East South Central,284
Wisconsin,Midwest,East North Central,2016,5712104,4876817,696530,118814,19943,Alabama,South,East South Central,966
Wyoming,West,Mountain,2016,577567,472996,75995,26471,2105,Alabama,South,East South Central,265
Puerto Rico,Puerto Rico,Puerto Rico,2016,3384760,3143116,216969,21196,3479,Alabama,South,East South Central,49
Alabama,South,East South Central,2017,4819343,4158224,535649,111803,13667,Alabama,South,East South Central,0
Alaska,West,Pacific,2017,730874,595804,98168,30199,6703,Alabama,South,East South Central,942
Arizona,West,Mountain,2017,6935358,5717189,911120,261727,45322,Alabama,South,East South Central,1337
Arkansas,South,West South Central,2017,2968395,2509717,370309,79411,8958,Alabama,South,East South Central,574
California,West,Pacific,2017,39085984,34009331,4234770,523131,318752,Alabama,South,East South Central,3715
Colorado,West,Mountain,2017,5542282,4546729,734182,226933,34438,Alabama,South,East South Central,3120
Connecticut,Northeast,New England,2017,3556297,3136666,311726,83325,24580,Alabama,South,East South Central,206
Delaware,South,South Atlantic,2017,952449,830905,78998,38532,4014,Alabama,South,East South Central,506
District of Columbia,South,South Atlantic,2017,684810,554225,64013,56231,10341,Alabama,South,East South Central,494
Florida,South,South Atlantic,2017,20772371,17554348,2402381,566476,249166,Alabama,South,East South Central,9389
Georgia,South,South Atlantic,2017,10299497,8760762,1202587,278889,57259,Alabama,South,East South Central,15270
Hawaii,West,Pacific,2017,1410750,1231340,115683,46457,17270,Alabama,South,East South Central,844
Idaho,West,Mountain,2017,1694182,1405344,210310,71899,6629,Alabama,South,East South Central,58
Illinois,Midwest,East North Central,2017,12659328,11026895,1365922,195092,71419,Alabama,South,East South Central,1682
Indiana,Midwest,East North Central,2017,6591598,5633171,792487,142290,23650,Alabama,South,East South Central,1216
Iowa,Midwest,West North Central,2017,3106880,2654666,362905,77072,12237,Alabama,South,East South Central,817
Kansas,Midwest,West North Central,2017,2876925,2413141,366147,86154,11483,Alabama,South,East South Central,276
Kentucky,South,East South Central,2017,4404279,3721100,563721,103985,15473,Alabama,South,East South Central,2851
Louisiana,South,West South Central,2017,4629962,4030674,513676,72836,12776,Alabama,South,East South Central,2830
Maine,Northeast,New England,2017,1322591,1140136,144186,34252,4017,Alabama,South,East South Central,246
Maryland,South,South Atlantic,2017,5988007,5168350,605885,165654,48118,Alabama,South,East South Central,644
Massachusetts,Northeast,New England,2017,6789798,5888011,677835,146299,77653,Alabama,South,East South Central,212
Michigan,Midwest,East North Central,2017,9851330,8450559,1203536,148787,48448,Alabama,South,East South Central,3669
Minnesota,Midwest,West North Central,2017,5510902,4728748,643272,115623,23259,Alabama,South,East South Central,491
Mississippi,South,East South Central,2017,2946971,2553271,313673,73549,6478,Alabama,South,East South Central,5936
Missouri,Midwest,West North Central,2017,6039877,5108238,742205,164957,24477,Alabama,South,East South Central,2518
Montana,West,Mountain,2017,1039170,883342,116400,35456,3972,Alabama,South,East South Central,301
Nebraska,Midwest,West North Central,2017,1894217,1586729,243792,52507,11189,Alabama,South,East South Central,420
Nevada,West,Mountain,2017,2963456,2430163,383067,133074,17152,Alabama,South,East South Central,191
New Hampshire,Northeast,New England,2017,1330742,1134244,137212,52893,6393,Alabama,South,East South Central,109
New Jersey,Northeast,Middle Atlantic,2017,8910191,7968039,710807,152106,79239,Alabama,South,East South Central,169
New Mexico,West,Mountain,2017,2062628,1801560,193225,57255,10588,Alabama,South,East South Central,770
New York,Northeast,Middle Atlantic,2017,19638923,17553033,1655152,285252,145486,Alabama,South,East South Central,1849
North Carolina,South,South Atlantic,2017,10158556,8649400,1139260,313834,56062,Alabama,South,East South Central,4526
North Dakota,Midwest,West North Central,2017,744641,609017,92436,37315,5873,Alabama,South,East South Central,53
Ohio,Midwest,East North Central,2017,11520109,9822847,1452745,198929,45588,Alabama,South,East South Central,2487
Oklahoma,South,West South Central,2017,3875922,3216306,542724,101961,14931,Alabama,South,East South Central,1133
Oregon,West,Pacific,2017,4102048,3405784,520747,149513,26004,Alabama,South,East South Central,179
Pennsylvania,Northeast,Middle Atlantic,2017,12674642,11072942,1292389,250120,59191,Alabama,South,East South Central,1416
Rhode Island,Northeast,New England,2017,1048549,922210,83440,36850,6049,Alabama,South,East South Central,135
South Carolina,South,South Atlantic,2017,4966211,4248517,531315,166573,19806,Alabama,South,East South Central,2133
South Dakota,Midwest,West North Central,2017,856726,723740,99781,26106,7099,Alabama,South,East South Central,144
Tennessee,South,East South Central,2017,6642072,5675990,748912,191909,25261,Alabama,South,East South Central,9523
Texas,South,West South Central,2017,27924632,23534387,3643333,524511,222401,Alabama,South,East South Central,10235
